Scenario,TID,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Steps to Execute,Expected Result,Actual Result,Status,Executed,QA Name,Misc (Comments),Priority,Is Automated
Positive,TC_DASHBOARD_011,Verify order history is listed correctly on dashboard [Data set 1],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,Yes
Positive,TC_DASHBOARD_012,Verify order history is listed correctly on dashboard [Data set 2],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_013,Verify order history is listed correctly on dashboard [Data set 3],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_014,Verify order history is listed correctly on dashboard [Data set 4],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,Yes
Positive,TC_DASHBOARD_015,Verify order history is listed correctly on dashboard [Data set 5],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_016,Verify order history is listed correctly on dashboard [Data set 6],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_017,Verify order history is listed correctly on dashboard [Data set 7],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,Yes
Positive,TC_DASHBOARD_018,Verify order history is listed correctly on dashboard [Data set 8],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_019,Verify order history is listed correctly on dashboard [Data set 9],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_020,Verify order history is listed correctly on dashboard [Data set 10],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,1. Navigate to 'Order history' section of dashboard,"All past orders are listed with correct dates, statuses, and totals",,Not Executed,No,,,High,Yes
Positive,TC_DASHBOARD_021,Verify user can update profile information from dashboard [Data set 1],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,Yes
Positive,TC_DASHBOARD_022,Verify user can update profile information from dashboard [Data set 2],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,No
Positive,TC_DASHBOARD_023,Verify user can update profile information from dashboard [Data set 3],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,No
Positive,TC_DASHBOARD_024,Verify user can update profile information from dashboard [Data set 4],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,Yes
Positive,TC_DASHBOARD_025,Verify user can update profile information from dashboard [Data set 5],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,No
Positive,TC_DASHBOARD_026,Verify user can update profile information from dashboard [Data set 6],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,No
Positive,TC_DASHBOARD_027,Verify user can update profile information from dashboard [Data set 7],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,Yes
Positive,TC_DASHBOARD_028,Verify user can update profile information from dashboard [Data set 8],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,No
Positive,TC_DASHBOARD_029,Verify user can update profile information from dashboard [Data set 9],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,No
Positive,TC_DASHBOARD_030,Verify user can update profile information from dashboard [Data set 10],User is logged in to their Shopify customer account on shopify.com,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,1. Navigate to 'Account details' | 2. Update name/phone number | 3. Click 'Save',Profile information is updated and confirmation message is shown,,Not Executed,No,,,Medium,Yes
